"domain","collect","tags_str"
"0-0-0-0-0-0-0-0-0-0-0-0-0-18-0-0-0-0-0-0-0-0-0-0-0-0-0.info","1605398400","['spam']"
"0-0-0-0-0-0-0-0-0-0-0-0-0-33-0-0-0-0-0-0-0-0-0-0-0-0-0.info","1605398400","['spam']"
"0-1w-05.net","1605398400","['spam']"
"0-as69vh7k2.biz","1605398400","['spam']"
"0.tcp.ngrok.io","1605398400","['c2']"
"001linker.net","1605398400","['spam']"
"002cfcacefd8fb8bef367e32828ba97d.cz.cc","1605398400","['malware']"
"0034ufow.com","1605398400","['spam']"
"008sjw36.tk","1605398400","['spam']"
"00hotmlsecure.live","1605398400","['spam']"
"0134953.live","1605398400","['generic']"
"01ae8702959a481e2fa2dd6306908c0d.cz.cc","1605398400","['malware']"
"01aj78cz5spx-9n3.com","1605398400","['spam']"
"01v8-9uvm.com","1605398400","['spam']"
"02-z7x68frwq4o3e.com","1605398400","['spam']"
"02.xn--kprv2p5ncce060cgo9d.cc","1605398400","['malware']"
"0207ids.com","1605398400","['spam']"
"020920j.com","1605398400","['spam']"
"02192020.com","1605398400","['spam']"
"02billing-info.com","1605398400","['phishing']"
"02dulduldul1223.com","1605398400","['spam']"
"03-09-2020.online","1605398400","['generic']"
"032app.allage.at","1605398400","['malware']"
"032cdn.arsis.at","1605398400","['malware']"
"03ty.com","1605398400","['spam']"
"040920b.com","1605398400","['spam']"
"0518cx.com","1605398400","['malware']"
"053255555599.com","1605398400","['phishing']"
"0537cq.cn","1605398400","['malware']"
"0571xbyy.com","1605398400","['spam']"
"05xss.com","1605398400","['malware']"
"06.aswenmcxnz.cc","1605398400","['malware']"
"06.sxnmcewocx.cc","1605398400","['malware']"
"06.xn--tbtt2el9lptvffc976c.cc","1605398400","['malware']"
"06.zcvxweqmns.cc","1605398400","['malware']"
"071282sales024911.tk","1605398400","['spam']"
"0740nxkw8z.space","1605398400","['spam']"
"07gmail.com","1605398400","['spam']"
"0807ids.com","1605398400","['spam']"
"08accountjs.us","1605398400","['spam']"
"08approvaljs.us","1605398400","['spam']"
"08argumentjs.us","1605398400","['spam']"
"08birthjs.us","1605398400","['spam']"
"08brotherrb.us","1605398400","['spam']"
"08cheeksjs.us","1605398400","['spam']"
"08disgustrb.us","1605398400","['spam']"
"08judgerb.us","1605398400","['spam']"
"08monitorrjb.us","1605398400","['spam']"
"08ratejs.us","1605398400","['spam']"
"08storyjs.us","1605398400","['spam']"
"08tastejs.us","1605398400","['spam']"
"08windjs.us","1605398400","['spam']"
"08z1-1h.net","1605398400","['spam']"
"0900259.com","1605398400","['spam']"
"0900582.com","1605398400","['spam']"
"0900693.com","1605398400","['spam']"
"0900704.com","1605398400","['spam']"
"0900815.com","1605398400","['spam']"
"0901360.com","1605398400","['spam']"
"0901704.com","1605398400","['spam']"
"0901815.com","1605398400","['spam']"
"0901926.com","1605398400","['spam']"
"0902471.com","1605398400","['spam']"
"0902704.com","1605398400","['spam']"
"0902815.com","1605398400","['spam']"
"0902926.com","1605398400","['spam']"
"0903037.com","1605398400","['spam']"
"0903148.com","1605398400","['spam']"
"0903582.com","1605398400","['spam']"
